,xcenter,ycenter,width,height,confidence,class,name,frame
0,1146.366455078125,525.6046142578125,267.26708984375,248.3551025390625,0.7647225856781006,2,car,1
0,1140.6434326171875,519.5223999023438,278.713134765625,252.51220703125,0.7971611022949219,2,car,2
0,1134.63232421875,512.6595458984375,288.638671875,258.0255126953125,0.7712548971176147,2,car,3
0,1124.047119140625,509.68817138671875,305.943115234375,267.8680114746094,0.7183263897895813,2,car,4
0,1115.3897705078125,507.24835205078125,317.137939453125,263.7142333984375,0.6223405599594116,2,car,5
0,1105.153076171875,502.84112548828125,338.793212890625,283.3787841796875,0.7564922571182251,2,car,6
0,1101.4891357421875,499.801513671875,355.39105224609375,290.6484375,0.6929354071617126,2,car,7
0,1073.6602783203125,485.7713623046875,391.90264892578125,324.4123840332031,0.6956649422645569,2,car,10
1,792.7493896484375,613.89111328125,84.0360107421875,52.8572998046875,0.6345396041870117,2,car,10
0,1064.2159423828125,482.99786376953125,409.51287841796875,328.3392333984375,0.7026382088661194,2,car,11
1,792.1522827148438,614.2681884765625,87.35009765625,53.4786376953125,0.6622201800346375,2,car,11
0,1056.277587890625,481.4781799316406,425.759765625,331.42681884765625,0.7258848547935486,2,car,12
1,792.8829345703125,614.4258422851562,86.5986328125,52.327392578125,0.6527652144432068,2,car,12
0,793.6508178710938,613.740234375,82.8841552734375,53.102783203125,0.6519239544868469,2,car,13
0,1029.3408203125,472.816650390625,493.83270263671875,350.1325988769531,0.6468044519424438,2,car,15
0,1023.5515747070312,471.4564514160156,511.2264404296875,352.73272705078125,0.695792555809021,2,car,16
1,638.010986328125,610.1539916992188,106.2864990234375,49.6806640625,0.6215744018554688,2,car,16
0,637.361572265625,609.89111328125,105.4730224609375,49.5294189453125,0.6399354934692383,2,car,17
0,1012.197509765625,464.4573974609375,535.60498046875,360.3901062011719,0.6805537343025208,2,car,18
1,636.8997192382812,610.960693359375,106.31591796875,49.338134765625,0.6710100173950195,2,car,18
0,1007.649169921875,464.360595703125,541.0381469726562,358.8343505859375,0.734836995601654,2,car,19
1,637.5159301757812,611.635986328125,108.3978271484375,49.70068359375,0.6397727727890015,2,car,19
0,1003.7151489257812,467.26220703125,549.7579345703125,350.44140625,0.7423310279846191,2,car,20
1,637.6448974609375,610.4298095703125,106.59423828125,49.3277587890625,0.669882595539093,2,car,20
0,994.1802368164062,463.7237854003906,564.3746337890625,353.33856201171875,0.7038100957870483,2,car,21
1,638.401123046875,610.6976928710938,106.1632080078125,49.2861328125,0.6477180123329163,2,car,21
0,983.5752563476562,466.6595458984375,589.4718017578125,351.5274658203125,0.7529246211051941,2,car,22
1,638.5553588867188,611.0635375976562,107.2945556640625,49.4976806640625,0.6654042601585388,2,car,22
0,976.93115234375,470.1087646484375,604.7807006835938,352.47509765625,0.793469250202179,2,car,23
1,638.1544799804688,611.6536865234375,106.9329833984375,49.9453125,0.6044202446937561,2,car,23
0,971.3540649414062,464.533203125,615.4420166015625,361.0165710449219,0.77644944190979,2,car,24
0,963.3933715820312,462.987548828125,633.2132568359375,358.6336669921875,0.7437018156051636,2,car,25
0,957.3343505859375,466.54541015625,645.331298828125,348.1899719238281,0.7849822044372559,2,car,26
0,950.2488403320312,466.46112060546875,659.5023193359375,354.12890625,0.7488489151000977,2,car,27
0,940.3121337890625,467.4352722167969,679.3756713867188,355.28924560546875,0.7704219222068787,2,car,28
0,937.676025390625,463.74920654296875,683.303955078125,360.7774658203125,0.7250556349754333,2,car,29
0,925.9992065429688,464.38348388671875,704.8836669921875,354.1688232421875,0.7590397596359253,2,car,30
0,915.7162475585938,462.1922607421875,727.7757568359375,361.3856201171875,0.7111537456512451,2,car,31
0,913.4937133789062,461.3045959472656,728.4171142578125,361.87823486328125,0.7837361693382263,2,car,32
0,904.597900390625,458.836181640625,737.40771484375,372.4891357421875,0.7323675155639648,2,car,33
0,890.6953125,461.59539794921875,764.3174438476562,380.343994140625,0.7336146235466003,2,car,34
